,key,value
14917,三月末,1
14918,冰天雪地,1
14919,高反,1
14920,绝美,1
14921,20小时,1
14922,中巴,1
14923,戈壁,1
14924,无人区,1
14925,世外桃源,2
14926,艰苦,1
14927,周遭,1
14928,12天,1
14929,起伏,2
14930,依萍,1
14931,书桓书桓,1
14932,明月,1
14933,遥远月圆,1
14934,你好梦总能圆,1
14935,中秋节,1
14936,一滩,1
14937,更新,1
14938,名单,1
14939,错别字,1
14940,913号,1
14941,912,1
14942,零一天,1
14943,星光海,1
14944,大叫,2
14945,周黑鸭,1
14946,素不相识,1
14947,诉,1
14948,自在如风希望你们好梦总能圆,1
14949,院坝,1
14950,抬手,1
14951,一指,1
14952,爪子,2
14953,指月亮,1
14954,缺掉,1
14955,50遍,1
14956,半段,1
14957,甜言蜜语,1
14958,往前走慢慢,1
14959,义无反顾太残忍了,1
14960,拿掉,2
14961,右,2
14962,左,1
14963,贩卖,1
14964,收购,1
14965,秦碧池,1
14966,梗,2
14967,明月妆台纤纤指谁家今夜扁舟子何处相思明月楼可怜楼上月徘徊应照离人妆镜台唐张若虚春江花月夜2应是佳人春梦里可怜无定河边骨犹是春闺梦里人唐陈陶陇西行3忆不起双蛾眉纤腰不复汉宫宠双蛾长向胡天愁唐,1
14968,刘长卿,1
14969,王昭君,1
14970,上海式,1
14971,昆曲,1
14972,蜿蜒,1
14973,青砖,1
14974,黛瓦,1
14975,石桥,1
14976,跃然,1
14977,久远,1
14978,发酵,1
14979,朴质,1
14980,另一边,2
14981,到不了,1
14982,吐艳,1
14983,红火,1
14984,秦老师,1
14985,傻傻不知,1
14986,措勇往直前,1
14987,海关,1
14988,max,1
14989,处男老子,1
14990,四载,1
14991,8个月,1
14992,会员卡,1
14993,揭开,1
14994,1年,2
14995,就止不住,1
14996,誓言,1
14997,胜过,1
14998,南北,2
14999,夏目漱石,5
15000,love,3
15001,译成,2
15002,含蓄吧,1
15003,me,1
15004,too,1
15005,月色,4
15006,真美,1
15007,武肃王陌上,1
15008,归矣,1
15009,光庭,1
15010,春风,2
15011,明了,1
15012,冯唐春水初生春林初盛春风十里,1
15013,真高兴,1
15014,骗炮,1
15015,六个,1
15016,变性,1
15017,童声,4
15018,成人,2
15019,放佛,2
15020,回放,1
15021,随口,3
15022,再见没想到,1
15023,一语成箴,1
15024,惊人,1
15025,日后,1
15026,FlappyBird,1
15027,儿歌,1
15028,找找到,1
15029,敬礼,1
15030,握手,1
15031,见了,1
15032,长久久,1
15033,消失了,1
15034,说句,1
15035,鸡皮疙瘩,1
15036,开除,1
15037,驴友,1
15038,离开时,1
15039,5003米,1
15040,东达山,1
15041,反走,1
15042,孤身一人,1
15043,单车,2
15044,奔,2
15045,女团,1
15046,稳固如山,1
15047,韩寒,2
15048,束了,1
15049,聚餐,1
15050,女大学生,1
15051,散伙饭,1
15052,看清,3
15053,下台,1
15054,傻子,1
15055,第一桌,1
15056,时日,1
15057,活下去,1
15058,病魔,1
15059,一了百了大笑,1
15060,一了百了吧,1
15061,汤唯,5
15062,秋田,1
15063,谷歌,1
15064,Google,1
15065,明确,1
15066,发声,1
15067,递进,1
15068,剧情感,1
15069,颇高,1
15070,准妈妈,1
15071,瘾,1
15072,75岁,2
15073,王八蛋,1
15074,真好看,1
15075,凄惨,1
15076,落魄,2
15077,炒米粉,1
15078,两块,1
15079,大水,2
15080,人肯,1
15081,战友,1
15082,爬上来,1
15083,苦累,1
15084,如斯,1
15085,二模,1
15086,流下,1
15087,偏题,1
15088,38分,1
15089,中华民国,1
15090,联姻,1
15091,一堂,1
15092,缔约,1
15093,良缘,1
15094,永结,1
15095,此日桃花灼灼宜室宜家卜他年瓜瓞绵绵尔昌尔炽谨以白头之约书向鸿笺好将红叶之盟载明鸳谱,1
15096,证,1
15097,怪咖,1
15098,摆手,1
15099,怪气,1
15100,长街黑暗无行人,1
15101,长街,3
15102,阴影,2
15103,豁朗,1
15104,有样子,1
15105,日头,1
15106,车马缓慢,1
15107,殷切藏着一生只够爱一人的缓慢藏着心事锁,1
15108,翻过,2
15109,山,1
15110,燥,1
15111,谈论,1
15112,泡,2
15113,阔别,1
15114,夜深人静,1
15115,熊状娃娃,1
15116,雨夜,1
15117,百度贴吧,1
15118,上当,1
15119,04年,3
15120,第一份,1
15121,单位,3
15122,不接,2
15123,那个年代江南童话波斯猫,1
15124,师范,1
15125,支教,1
15126,节,2
15127,壮胆,1
15128,课后,1
15129,断断续续,2
15130,王诗龄,1
15131,angelababy,1
15132,保住,1
15133,越阳,9
15134,凌晨一点,1
15135,当事人,1
15136,偏于理想化,1
15137,穷困潦倒,2
15138,大冰哥,2
15139,新书,1
15140,大卖,1
15141,雷哥,1
15142,10块,1
15143,前些,1
15144,680,1
15145,80块,2
15146,价钱,3
15147,三分钟,2
15148,演讲,1
15149,作词者,1
15150,王越阳,1
15151,普普通通,1
15152,人世,2
15153,秦昊,1
15154,谱曲,2
15155,大冰,2
15156,小越阳,1
15157,烦人,1
15158,枯燥,1
15159,无趣,1
15160,卜,3
15161,一卦,1
15162,ABCD,1
15163,填,2
15164,佚名,3
15165,这家伙,1
15166,好屌,1
15167,佚名真,1
15168,群星,2
15169,二分,1
15170,过界,1
15171,逗超,1
15172,搞怪,2
15173,中肯,1
15174,一本正经,1
15175,唱苦,1
15176,要命哀伤,1
15177,大场面,1
15178,迷迷糊糊,1
15179,掖,1
15180,捎,1
15181,二十多岁,1
15182,照镜子,2
15183,抹粉,1
15184,补妆,1
15185,一路上,2
15186,描眉,1
15187,画眼,1
15188,请帖,2
15189,夫妻,1
15190,炸星星,1
15191,唱火,1
15192,维权,1
15193,打官司,1
15194,三缄其口,1
15195,小倩,1
15196,姓名,1
15197,野娃娃,1
15198,马融,1
15199,1986一个,1
15200,怪异,1
15201,丽江古城,1
15202,非洲,1
15203,手鼓,1
15204,招揽,1
15205,丽江大研古镇,1
15206,无数遍,2
15207,小镇,3
15208,巷口,2
15209,拐棍,1
15210,路程,1
15211,回头一望,1
15212,醉着,1
15213,惊醒,3
15214,好长,3
15215,梦同桌骂你白痴叫你好好听课,3
15216,第七个,2
15217,南外,1
15218,保送,1
15219,高校,1
15220,艺术类,1
15221,获,1
15222,全省,1
15223,第二,3
15224,63班,1
15225,李茜,1
15226,总听,1
15227,长跑,1
15228,已死,1
15229,高官,1
15230,子弟,1
15231,火速,1
15232,30,2
15233,食,1
15234,多餐,1
15235,大度,1
15236,以求,1
15237,宽慰,1
15238,想通,1
15239,虔诚,1
15240,回馈,1
15241,对於,1
15242,退却,1
15243,自卑,2
15244,13岁,3
15245,一架,1
15246,河堤,1
15247,贝贝,2
15248,乖乖,2
15249,好乖,1
15250,小宝贝,1
15251,vae,1
15252,张独创,1
15253,分院里,1
15254,大赛,3
15255,app,1
15256,2006年4月,1
15257,小家伙,2
15258,格洛米,1
15259,借给,1
15260,报恩,1
15261,欲拒还迎,1
15262,这歌,2
15263,打吊针,1
15264,雾气,1
15265,氤氲,1
15266,有情人终成眷属,1
15267,请珍惜,1
15268,尤克里里,1
15269,太歌,1
15270,必打,1
15271,五星,1
15272,泪目,1
15273,伤透,1
15274,泪目了,1
15275,动心,3
15276,提心吊胆,1
15277,空落落,1
15278,中国人大,1
15279,两队,1
15280,手拉手,2
15281,面对面,1
15282,中间隔段,1
15283,一队,5
15284,灵砍,1
15285,XXX,1
15286,他们们,1
15287,冲开,2
15288,我就是君耀张卫你还好不多少年没见了,1
15289,张卫,1
15290,中国好歌曲同意的顶起强强强强,1
15291,逮,1
15292,蛤蟆,1
15293,爬树,1
15294,榆钱,1
15295,下坡,1
15296,麦子,2
15297,麦秸垛,1
15298,巧,1
15299,告状,1
15300,四口,1
15301,平房,1
15302,葡萄树,1
15303,退休,1
15304,回老家,1
15305,S4,1
15306,被偷,2
15307,方圆,1
15308,几里,1
15309,125个,1
15310,唱备胎,1
15311,深知,1
15312,枪,2
15313,子弹,3
15314,枪膛,1
15315,射,1
15316,将它,1
15317,扳机,1
15318,鬼子,1
15319,人质,2
15320,一哥们儿,1
15321,高峰,2
15322,乔戈里峰,1
15323,干城,1
15324,章嘉峰,1
15325,第四,1
15326,洛子峰,1
15327,马卡鲁峰,1
15328,第几,1
15329,年会,3
15330,摄像师,1
15331,跳起来,2
15332,五个,1
15333,好不好好不好,1
15334,f4,3
15335,召唤师,1
15336,峡谷,1
15337,极大,1
15338,理发店,1
15339,花泽类,1
15340,争,1
15341,保剑锋,2
15342,储蓄罐,1
15343,一元,1
15344,硬币,1
15345,戏剧化,1
15346,沈佳宜,3
15347,唐宋,1
15348,石延枫,1
15349,古越涛,1
15350,木有,1
15351,华夏理工大学南校区6楼图书馆,1
15352,你好陌生人,1
15353,喜欢你,1
15354,管理员,1
15355,华南理工大学,2
15356,调到,1
15357,震动,1
15358,小贱星弟,1
15359,教官,2
15360,新兵,1
15361,脸红,2
15362,三霸,1
15363,三巨头,2
15364,一剑,1
15365,选秀真人秀,1
15366,曝光,1
15367,呈现,1
15368,沧桑感,1
15369,社交类,1
15370,十首,1
15371,重合,1
15372,推送,1
15373,少数民族,1
15374,第一遍,1
15375,第二遍,1
15376,第三遍,1
15377,爱过的天空空gonggongong,1
15378,第四遍,1
15379,第五遍,1
15380,第六遍,1
15381,鲨,1
15382,布景,1
15383,造型,1
15384,杨洁,1
15385,敢问路,1
15386,何方,1
15387,一台,1
15388,摄像机,1
15389,吊威亚,1
15390,台里,1
15391,资金,1
15392,摄影师,3
15393,摔伤,1
15394,实际,1
15395,四个字,1
15396,魑魅魍魉,2
15397,妖怪,2
15398,活下来,1
15399,天黑,1
15400,恐怖游戏,1
15401,恐怖感,1
15402,tfboy,1
15403,上春晚,1
15404,这么多大,1
15405,日漫,1
15406,邪恶,1
15407,喷火,1
15408,沙僧,1
15409,业绩,1
15410,蚂蚁,2
15411,片子,2
15412,烧菜,1
15413,急匆匆,1
15414,废墟,1
15415,猪八戒,1
15416,小龙女真,1
15417,徐峥,1
15418,陶虹,1
15419,小龙女,1
15420,化作,1
15421,泉眼泪,1
15422,票房,1
15423,太白金星,1
15424,看心,1
15425,花路,1
15426,猪猪,1
15427,美芹山药甜呐春芋入酒溜乳燕,1
15428,圆千鲤,1
15429,烩,1
15430,炖,1
15431,揽钳,1
15432,涮肚,1
15433,抻面,1
15434,呛,4
15435,腌,2
15436,灶,2
15437,白薯,2
15438,通心,2
15439,菜眼,2
15440,辣辣辣辣辣辣辣辣辣辣辣辣辣辣辣辣辣辣,1
15441,看电视,3
15442,李捕头,1
15443,许仙,2
15444,杭州市中心,1
15445,刑警,1
15446,大队长,1
15447,杠杠,1
15448,容嬷嬷法海雪,1
15449,白素贞,1
15450,船上,1
15451,留客,1
15452,钱塘,1
15453,清波门,1
15454,互通,1
15455,小青,1
15456,艄公,1
15457,在旁,1
15458,仿若,1
15459,缘定,1
15460,三生,2
15461,古典,3
15462,不胜枚举,2
15463,23岁,3
15464,二年,1
15465,爱看,1
15466,书店,1
15467,租,3
15468,美少女,1
15469,件事,1
15470,始于,2
15471,陷于,2
15472,词意,1
15473,k歌,1
15474,花心思,1
15475,孝庄,1
15476,秘史,1
15477,被虐,1
15478,多尔衮,2
15479,皇位,2
15480,额娘,1
15481,玉儿,2
15482,甄嬛传,2
15483,宫斗孝庄秘史,1
15484,更优,1
15485,大清,1
15486,代善大哥,1
15487,保,1
15488,八旗,1
15489,一儿一,1
15490,孙玉儿,1
15491,甄嬛,1
15492,斗而斗,1
15493,高德,1
15494,大长今,1
15495,胸径,1
15496,杀心爱,1
15497,被抢,1
15498,打下,1
15499,大玉儿,1
15500,死后,1
15501,鞭尸,1
15502,抄家,1
15503,屠洪刚,1
15504,梵高,4
15505,妓女,5
15506,梵高真,1
15507,割,1
15508,自画像,1
15509,落荒,1
15510,逃,3
15511,海阔天空,2
15512,稳稳,1
15513,二本,1
15514,盼,1
15515,关进,1
15516,种类,1
15517,关押,1
15518,壮了胆,1
15519,无声无息,1
15520,黑名单,1
15521,再热络,1
15522,阴晴,1
15523,这段路,1
15524,残废,1
15525,追随,4
15526,脚步,1
15527,近况,1
15528,迈开,1
15529,南拳,2
15530,自传式,1
15531,噗,2
15532,死人,2
15533,群架,1
15534,堕胎,1
15535,粒,1
15536,撮合,1
15537,毕业很久以后,1
15538,掉头,1
15539,高速,2
15540,串联,1
15541,小脾气,1
15542,忽明忽暗,2
15543,一千八百种,1
15544,日久生情,2
15545,外貌,1
15546,浇灌,1
15547,果酱罐,1
15548,亲近,1
15549,可望,1
15550,不可及,1
15551,琢磨,1
15552,坐下,1
15553,24个小时,1
15554,晚上晚上,1
15555,拉面,1
15556,仅有,1
15557,十块,1
15558,兰州牛肉面,1
15559,300,2
15560,物价,1
15561,热汗,1
15562,4块,1
15563,牛肉面,1
15564,肉夹馍,1
15565,长沙米粉,1
15566,心智未熟,1
15567,轻信,1
15568,甜言,1
15569,淡定,2
15570,熟络,1
15571,李代沫,2
15572,某年,1
15573,三十晚,1
15574,k1366,1
15575,停靠,1
15576,5个,1
15577,列车员,1
15578,警围,1
15579,车厢,1
15580,吃饺子,1
15581,平心,1
15582,论歌唱,1
15583,勋章,5
15584,美剧,1
15585,吸血鬼,1
15586,日记,1
15587,Unbreakble,1
15588,天团,1
15589,OneDirection,1
15590,JamieScott,1
15591,合力,1
15592,大气旋律,1
15593,弦乐,1
15594,合奏,1
15595,再现,1
15596,磅礴,1
15597,鹿式,1
15598,抒情,1
15599,满载,1
15600,多漫长,1
15601,启航,1
15602,实话,2
15603,团,1
15604,有意无意,1
15605,大本营,1
15606,一旁,2
15607,出风,1
15608,奔兄,1
15609,挡不住,1
15610,老九门不是语数英史地生政么呆,1
15611,太久,1
15612,潇湘雨,1
15613,訣別詩,1
15614,红颜,1
15615,铺陈,1
15616,重重叠叠,1
15617,份别有,1
15618,稳健,1
15619,1元,1
15620,10元,1
15621,艺兴,2
15622,白费,1
15623,哪方面,1
15624,艺兴中国,1
15625,飞往,1
15626,中韩,1
15627,两国,1
15628,看完而立,1
15629,骚,1
15630,33秒,2
15631,33年,3
15632,截图,1
15633,免,1
15634,俯后仰,1
15635,哭出,1
15636,尾,1
15637,散场,2
15638,会好,2
15639,林洁,1
15640,滚蛋,1
15641,陆垚,1
15642,马俐,1
15643,赵奔,1
15644,方灰灰,1
15645,事理,1
15646,所当然,1
15647,真真切切,1
15648,轻举妄动,1
15649,有把握,1
15650,陆垚知马俐,1
15651,三句,2
15652,熟人,1
15653,可比,1
15654,苍蝇,1
15655,烈日,1
15656,入尘,1
15657,陆,1
15658,姚垚笛,1
15659,马伊,1
15660,琍俐,1
15661,忏悔录,1
15662,术后,2
15663,麻药,2
15664,泵,2
15665,吗疼,1
15666,第三天,1
15667,药挥,1
15668,霍光,1
15669,遗忘我,1
15670,犀牛,2
15671,十遍,1
15672,搂着,1
15673,番,1
15674,上原,1
15675,排名,4
15676,这款,1
15677,榜单,1
15678,贡献,2
15679,今天一天,1
15680,涨,2
15681,做成,2
15682,单碟,1
15683,八月下旬,1
15684,麻利儿,1
15685,济南,2
15686,搞不清,1
15687,難,1
15688,歐若拉七里香這樣紅遍大街,1
15689,膩俗,1
15690,歌了那時的我們好幸福,1
15691,慢些走,1
15692,机学,1
15693,文艺课,1
15694,歌儿妞,1
15695,读好,1
15696,欧若拉,1
15697,十二年,1
15698,低估,2
15699,盆友,3
15700,合照,1
15701,黑豹,5
15702,人潮人,1
15703,海中,1
15704,坐地铁,1
15705,修边幅,1
15706,先驱,1
15707,圆融,1
15708,走穴,1
15709,口型,1
15710,没完没了,1
15711,上蹿下跳,1
15712,花边,1
15713,隐私,1
15714,削尖,1
15715,云名不副实,1
15716,奖项,1
15717,鲜亮丽,1
15718,华服,1
15719,豪车,1
15720,交通工具,1
15721,发际线,1
15722,退到,1
15723,标记,1
15724,千万次,2
15725,避免,2
15726,上午,2
15727,极力,1
15728,第二节,1
15729,花样少年少女,1
15730,TANK,1
15731,爆炸性,2
15732,步步高学习机,1
15733,食人族,1
15734,fir,2
15735,20到25,1
15736,FIR,1
15737,规定,2
15738,白发,1
15739,送走,1
15740,黑发,1
15741,臭骂,1
15742,不可磨灭,1
15743,鬼才,1
15744,96年,2
15745,宇文拓,2
15746,一吻天荒,1
15747,积淀,1
15748,老胡,5
15749,省钱,1
15750,臭小子,1
15751,不羁,2
15752,恣意,1
15753,张扬,1
15754,沉稳,1
15755,德芙,2
15756,哈士奇德芙,1
15757,很听话,1
15758,哈哈哈太阳,1
15759,上帝,1
15760,珍宝,1
15761,闪闪发光,1
15762,不愁,1
15763,泯灭,1
15764,际会姻缘,1
15765,杳无音信,1
15766,人烟,1
15767,风驰电掣,1
15768,地平线,2
15769,悲喜,1
15770,自酿,1
15771,见异,1
15772,思迁,1
15773,闲适,1
15774,幽冷,1
15775,寒夜,1
15776,诞出,1
15777,朽,1
15778,无妄,1
15779,乐意,2
15780,脸睑,1
15781,转瞬,1
15782,顷刻,1
15783,长夜,1
15784,弱冠,1
15785,暮年,1
15786,杀死,2
15787,庸碌,1
15788,怦然心动,1
15789,到此一游,1
15790,橘子味,1
15791,笼觉,1
15792,无处可逃,1
15793,蔓延,1
15794,笔借我绝望的成全借我人世万千借我风,1
15795,纸片,1
15796,一盅,1
15797,离奇,1
15798,谎,2
15799,买彩票,1
15800,20万,2
15801,地儿,2
15802,追问,2
15803,500万,1
15804,想了想说,1
15805,流行歌曲,1
15806,昨日,2
15807,开封,1
15808,停电,2
15809,氨水池,1
15810,王朝,1
15811,马汉,1
15812,张龙,1
15813,赵虎,1
15814,下架,1
15815,在此,1
15816,良知,1
15817,穷苦,1
15818,那种我,1
15819,行路,1
15820,迢迢,1
15821,乡音,1
15822,走歌,4
15823,6月底,1
15824,如约,1
15825,7月,2
15826,走起,1
15827,飞来,1
15828,道贺江湖规矩当不醉不归上歌上酒拍案,1
15829,拒,2
15830,北城,1
15831,北莽,1
15832,孤注,1
15833,掷,1
15834,四十万,1
15835,铁骑,1
15836,压境,1
15837,藩王,1
15838,蟒袍,1
15839,徐凤年,1
15840,掠,1
15841,下城,1
15842,佩凉,1
15843,第一声,1
15844,凉战,1
15845,鼓,1
15846,北莽大军阵前的徐凤年鬓角飞扬雪中悍刀行,1
15847,寅子,1
15848,水友,1
15849,走走出,1
15850,音乐之路,1
15851,漫步,1
15852,此路,1
15853,杠,1
15854,越走越开心,1
15855,侠客,1
15856,林更新,1
15857,蒋劲夫,1
15858,陈晓,1
15859,李易峰,1
15860,吕素素,1
15861,易小川,1
15862,老哥,2
15863,天底下,1
15864,赵高,1
15865,天黑黑,1
15866,人形,1
15867,奋不顾身,1
15868,眼底,1
15869,天乌乌卜落雨阿公仔夯锄头仔卜掘芋,1
15870,掘,5
15871,一尾,1
15872,辿鰡鼓,1
15873,咿呀,3
15874,趣味,1
15875,阿公仔,1
15876,咸阿妈仔,1
15877,汫,1
15878,二个,1
15879,弄破,4
15880,鼎,4
15881,啷,2
15882,叱,2
15883,新词,1
15884,欲说,1
15885,2000年,1
15886,ChannelV,1
15887,国旗,1
15888,短装,1
15889,leave,1
15890,mealone,1
15891,一迷,1
15892,每张,1
15893,宅男,2
15894,可圈可点,1
15895,小栗,1
15896,小巷,1
15897,大江,1
15898,强加油,1
15899,三个多小时,1
15900,湮没,1
15901,大军,1
15902,相守,1
15903,舍弃,1
15904,久居,1
15905,汹涌,2
15906,来得快,1
15907,细水长流,2
15908,无所不在,1
15909,宠坏,1
15910,5号,1
15911,电池,1
15912,头上边,1
15913,这么快,1
15914,劲草,1
15915,草东,1
15916,有钱人,1
15917,台北,1
15918,河北,1
15919,前任们,1
15920,芭比娃娃,1
15921,礼盒,1
15922,真心实意,1
15923,逝哭,1
15924,阿拿,1
15925,鬼都,1
15926,下贱,1
15927,派对,1
15928,赡养,1
15929,见不到,1
15930,人爱,1
15931,牵无挂,1
15932,冰冷,1
15933,一直都在,2
15934,兰花,4
15935,素有,1
15936,美誉,1
15937,翘,3
15938,专利,2
15939,气概,1
15940,标志,2
15941,西坡,1
15942,道日,1
15943,三百遍,1
15944,辞长,1
15945,旦角,1
15946,常用,1
15947,指式,1
15948,女士们,1
15949,666,1
15950,无懈可击,1
15951,检查,2
15952,钨丝,2
15953,开关,2
15954,两下,3
15955,会儿,2
15956,蛾子,2
15957,看错,2
15958,爱会,2
15959,占有欲,2
15960,疑心,2
15961,勾引,2
15962,诚实,1
15963,煮面,1
15964,动静,1
15965,偷吃,1
15966,多性感,1
15967,多感性,1
15968,堕落,2
15969,本书,2
15970,马不停蹄,1
15971,不动,1
15972,小道,1
15973,驻足,2
15974,启程,1
15975,心够,1
15976,野,2
15977,划船,1
15978,桨,1
15979,扬帆,1
15980,初识,1
15981,后海,3
15982,视屏,1
15983,一个星期,1
15984,小酒馆,1
15985,付菡拉,1
15986,浪潮,1
15987,12月13日,1
15988,接亲,1
15989,婚车,1
15990,88天,1
15991,6月,2
15992,随风,2
15993,摇曳,1
15994,裙摆,1
15995,无邪,1
15996,随便吧,1
15997,国境线,1
15998,征途,1
15999,公益,2
16000,耿直,1
16001,得罪,1
16002,改嫁,1
16003,九岁,1
16004,冰棍,1
16005,相依为命,2
16006,反义词,1
16007,第四年,1
16008,等于,2
16009,独角戏,1
16010,掀开,1
16011,帷幕,2
16012,楼阁,1
16013,花袍,1
16014,羽扇,1
16015,色彩,1
16016,0807,1
16017,艺考,1
16018,夜曲,1
16019,律师,2
16020,那英,3
16021,宫廷,1
16022,半城烟沙半城血清明雨上客怎眠千百度里寻伊人,1
16023,雨上,1
16024,兑,1
16025,上水,1
16026,宽敞,1
16027,专科,1
16028,专科生,1
16029,玩乐,1
16030,自习室,2
16031,自考,1
16032,闭馆,1
16033,香山,1
16034,马猴,1
16035,野马,1
16036,蝉,1
16037,欢喜喜欢,1
16038,夏至,1
16039,王心怡,1
16040,寒冬,2
16041,漫漫长夜,1
16042,嫩绿,1
16043,春日,1
16044,怀希望,1
16045,教科书,1
16046,歌词写的不错即兴七律一首轻拍瘦马长嘶渡千山鹧鸪清怨化凄艳忽逢关外三更雪夜店无炊客无眠吹袭一夜风不减烛残台旧火阑珊半生浮萍随流水梦醒江湖,1
16047,何年,1
16048,表明,1
16049,宋朝,1
16050,接过,1
16051,赶紧,2
16052,大明祖训大明朝从令往后上至帝王下至,1
16053,黎庶,1
16054,尊,1
16055,和亲,1
16056,赔款,1
16057,割地不纳贡,1
16058,天子,1
16059,守国门,1
16060,君王,1
16061,社稷,1
16062,言崖山,1
16063,华夏何论明亡,1
16064,华夏身我血,1
16065,魂至,1
16066,死不消,1
16067,志,1
16068,存不灭,1
16069,中华,2
16070,吾辈,1
16071,吾辈愿,1
16072,帝王,1
16073,有骨气,1
16074,明朝,2
16075,朱家,1
16076,康熙,1
16077,扮演者,1
16078,陈道明,1
16079,六年后,1
